Comparison,Group 1,Group 2,Reaction ID,Reaction name,Subsystem,D,p-value,q-value (BH),Median Egg,Median L1,Delta median,Pooled range,Relative delta,Rank D,Rank relative delta,Combined score,Higher median in,Shown in Fig. 5,Equation,Median L2,Median L3,Median L4,Median L4f,Median Af,Median L4m,Median Am
L4m vs Am,L4m,Am,MAR09253,ADPribose 2'-phosphate exchange,Exchange/demand reactions,0.329,2.6939327692004903e-48,3.4705620359970285e-48,,,-0.101531,2.119821,0.0479,110,109,219,L4m,,adenine[e] <=> ,,,,,,-0.026416,-0.127947
L4m vs Am,L4m,Am,MAR09079,H+ exchange,Exchange/demand reactions,0.266,1.640515093458319e-31,2.0760500740224744e-31,,,-0.490536,7.537021,0.0651,113,107,220,L4m,,H+[e] <=> ,,,,,,0.31707,-0.173466
L4m vs Am,L4m,Am,MAR04152,Succinate:CoA ligase (ADP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.242,4.2252283893369713e-26,5.208686721337818e-26,,,-74.780323,1701.240991,0.044,114,111,225,L4m,,ADP[m] + Pi[m] + succinyl-CoA[m] <=> ATP[m] + CoA[m] + succinate[m],,,,,,10.253432,-64.52689
L4m vs Am,L4m,Am,MAR03967,Cytidylate kinase (CMP)(GTP),Nucleotide metabolism,0.509,2.529553479526401e-118,3.931805951872558e-118,,,-10.090425,879.097735,0.0115,90,136,226,L4m,,CDP[c] + GDP[c] <=> CMP[c] + GTP[c],,,,,,10.086815,-0.00361
L4m vs Am,L4m,Am,MAR04147,Succinate:CoA ligase (GDP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.242,4.2252283893369713e-26,5.208686721337818e-26,,,-74.735495,1701.212008,0.0439,114,112,226,L4m,,CoA[m] + GTP[m] + succinate[m] <=> GDP[m] + Pi[m] + succinyl-CoA[m],,,,,,10.085387,-64.650108
L4m vs Am,L4m,Am,MAR20137,MAR20137,Mitochondrial transport,0.242,4.2252283893369713e-26,5.208686721337818e-26,,,74.734355,1701.212008,0.0439,114,113,227,Am,,CTP[c] + GTP[m] <=> CTP[m] + GTP[c],,,,,,-10.085387,64.648969
L4m vs Am,L4m,Am,MAR04135,ATP:GMP phosphotransferase,Purine metabolism,0.509,2.529553479526401e-118,3.931805951872558e-118,,,-10.088857,879.098183,0.0115,90,137,227,L4m,,ADP[m] + GDP[m] <=> ATP[m] + GMP[m],,,,,,10.085387,-0.00347
L4m vs Am,L4m,Am,MAR20139,MAR20139,Mitochondrial transport,0.509,2.529553479526401e-118,3.931805951872558e-118,,,-10.088857,879.098183,0.0115,90,138,228,L4m,,CTP[c] + GMP[m] <=> CTP[m] + GMP[c],,,,,,10.085387,-0.00347
L4m vs Am,L4m,Am,MAR04963,,Mitochondrial transport,0.194,7.246822006432893e-17,8.096058960311748e-17,,,-0.008257,0.064377,0.1283,128,101,229,L4m,,glutamate[m] + proline[c] => glutamate[c] + proline[m],,,,,,0.032055,0.023798
L4m vs Am,L4m,Am,MAR04512,ATP:dCMP phosphotransferase,Pyrimidine metabolism,0.504,6.683182560861084e-116,1.0276291464549837e-115,,,-4.877864,1985.957487,0.0025,93,142,235,L4m,,ADP[c] + dCDP[c] <=> ATP[c] + dCMP[c],,,,,,0.202966,-4.674898
L4m vs Am,L4m,Am,MAR08456,"Cytidylate kinase (dCMP,CTP),nuclear",Nucleotide metabolism,0.504,6.683182560861084e-116,1.016696921492697e-115,,,4.876004,1985.95728,0.0025,93,143,236,Am,,dCDP[c] + UDP[c] <=> dCMP[c] + UTP[c],,,,,,-0.203925,4.672079
L4m vs Am,L4m,Am,MAR07638,Uncoupling protein,Mitochondrial transport,0.14,5.8227521480225915e-09,6.405027362824849e-09,,,-0.031375,0.400831,0.0783,130,106,236,L4m,,H+[c] => H+[m],,,,,,0.119103,0.087727
L4m vs Am,L4m,Am,MAR04752,Coproporphyrinogen:oxygen oxidoreductase(decarboxylating),Porphyrin metabolism,0.218,3.2027373541576358e-21,3.723507655646683e-21,,,0.005687,0.165299,0.0344,117,121,238,Am,,coproporphyrinogen III[c] + 2 H+[c] + O2[c] => 2 CO2[c] + 2 H2O[c] + protoporphyrinogen IX[c],,,,,,0.082877,0.088564
L4m vs Am,L4m,Am,MAR11316,Protoporphyrinogen Oxidase (Aerobic),Porphyrin metabolism,0.218,3.2027373541576358e-21,3.723507655646683e-21,,,0.005687,0.165299,0.0344,117,122,239,Am,,1.5 O2[c] + protoporphyrinogen IX[c] => 3 H2O[c] + protoporphyrin[c],,,,,,0.082877,0.088564
L4m vs Am,L4m,Am,MAR09076,Fe2+ exchange,Exchange/demand reactions,0.218,3.2027373541576358e-21,3.754028210201163e-21,,,-0.005687,0.165299,0.0344,117,123,240,L4m,,Fe2+[e] <=> ,,,,,,-0.082877,-0.088564
L4m vs Am,L4m,Am,MAR09650,Transport of coproporphyrin III (c to e),Extracellular transport,0.218,3.2027373541576358e-21,3.723507655646683e-21,,,-0.005687,0.165299,0.0344,117,124,241,L4m,,coproporphyrin III[c] <=> coproporphyrin III[e],,,,,,-0.082877,-0.088564
L4m vs Am,L4m,Am,MAR06328,ATP:ADP phosphatransferase,Mitochondrial transport,0.105,3.209982841805882e-05,3.4774814119563725e-05,,,-84.734456,1820.253804,0.0466,132,110,242,L4m,,ADP[c] + ATP[m] <=> ADP[m] + ATP[c],,,,,,20.266657,-64.467799
L4m vs Am,L4m,Am,MAR09702,Exchange of coproporphyrin III,Exchange/demand reactions,0.218,3.2027373541576358e-21,3.754028210201163e-21,,,-0.005687,0.165299,0.0344,117,125,242,L4m,,coproporphyrin III[e] <=> ,,,,,,-0.082877,-0.088564
L4m vs Am,L4m,Am,MAR03970,uridine 5'-monophosphate phosphohydrolase,Pyrimidine metabolism,0.167,1.3746584738471068e-12,1.523846215194855e-12,,,0.027988,0.638271,0.0439,129,114,243,Am,,H2O[c] + UMP[c] => Pi[c] + uridine[c],,,,,,0.203999,0.231987
L4m vs Am,L4m,Am,MAR05987,Iron  II  transport,Extracellular transport,0.218,3.2027373541576358e-21,3.754028210201163e-21,,,0.005687,0.165299,0.0344,117,126,243,Am,,Fe2+[e] + H+[e] => Fe2+[c] + H+[c],,,,,,0.082877,0.088564
L4m vs Am,L4m,Am,MAR04770,,Porphyrin metabolism,0.218,3.2027373541576358e-21,3.723507655646683e-21,,,0.005687,0.165299,0.0344,117,127,244,Am,,coproporphyrin III[c] + 6 H+[c] <=> coproporphyrinogen III[c],,,,,,0.082877,0.088564
L4m vs Am,L4m,Am,MAR08428,Crmp hs transport,Mitochondrial transport,0.101,7.335921717149848e-05,7.71350592317962e-05,,,-0.018049,0.412716,0.0437,134,115,249,L4m,,creatine[c] => creatine[m],,,,,,0.11191,0.093861
L4m vs Am,L4m,Am,MAR08987,"Diphopshate Transporter, Mitochondrial",Mitochondrial transport,0.113,5.577646320340156e-06,6.088575754264445e-06,,,-0.008966,0.230148,0.039,131,119,250,L4m,,PPi[c] <=> PPi[m],,,,,,0.057963,0.048997
L4m vs Am,L4m,Am,MAR08427,ATP Creatine kinase (c),Arginine and proline metabolism,0.101,7.335921717149848e-05,7.770643004092062e-05,,,0.018049,0.412716,0.0437,134,116,250,Am,,ADP[m] + creatine-phosphate[m] + H+[m] <=> ATP[m] + creatine[m],,,,,,-0.11191,-0.093861
L4m vs Am,L4m,Am,MAR04584,,"Glycine, serine and threonine metabolism",0.101,7.335921717149848e-05,7.828632877256927e-05,,,0.018049,0.412716,0.0437,134,117,251,Am,,ATP[c] + creatine[c] <=> ADP[c] + creatine-phosphate[c] + H+[c],,,,,,-0.11191,-0.093861
L4m vs Am,L4m,Am,MAR08430,Phosphocreatine transport to/from mitochondria via diffusion,Mitochondrial transport,0.101,7.335921717149848e-05,7.657202960236702e-05,,,-0.018049,0.412716,0.0437,134,118,252,L4m,,creatine-phosphate[m] => creatine-phosphate[c],,,,,,0.11191,0.093861
L4m vs Am,L4m,Am,MAR09107,Protoheme exchange,Exchange/demand reactions,0.215,1.1979681866777804e-20,1.359598815039068e-20,,,0.005284,0.165299,0.032,124,128,252,Am,,heme[e] <=> ,,,,,,0.082141,0.087425
L4m vs Am,L4m,Am,MAR11406,"Ferrochelatase, Cytosol",Porphyrin metabolism,0.215,1.1979681866777804e-20,1.359598815039068e-20,,,0.005284,0.165299,0.032,124,129,253,Am,,Fe2+[c] + protoporphyrin[c] => 2 H+[c] + heme[c],,,,,,0.082141,0.087425
L4m vs Am,L4m,Am,MAR07735,Heme transport,Extracellular transport,0.215,1.1979681866777804e-20,1.3815278281848595e-20,,,0.005284,0.165299,0.032,124,130,254,Am,,heme[c] <=> heme[e],,,,,,0.082141,0.087425
L4m vs Am,L4m,Am,MAR09058,CO2 exchange,Exchange/demand reactions,0.207,3.6831887568019337e-19,4.1472125371864295e-19,,,0.006224,0.330599,0.0188,127,135,262,Am,,CO2[e] <=> ,,,,,,0.174321,0.180546
L4m vs Am,L4m,Am,MAR06912,diphosphate phosphohydrolase,Oxidative phosphorylation,0.105,3.209982841805882e-05,3.4513349351747454e-05,,,-0.007375,0.231681,0.0318,132,131,263,L4m,,H2O[m] + PPi[m] => H+[m] + 2 Pi[m],,,,,,0.060391,0.053016
L4m vs Am,L4m,Am,MAR05071,LYStiDF,Extracellular transport,0.079,0.0038826726503625,0.0039944042374233,,,0.00317,0.106394,0.0298,138,132,270,Am,,lysine[e] => lysine[c],,,,,,0.144653,0.147823
L4m vs Am,L4m,Am,MAR09041,L-Lysine exchange,Exchange/demand reactions,0.079,0.0038826726503625,0.0039944042374233,,,-0.00317,0.106394,0.0298,138,133,271,L4m,,lysine[e] <=> ,,,,,,-0.144653,-0.147823
L4m vs Am,L4m,Am,MAR09047,H2O exchange,Exchange/demand reactions,0.042,0.3411247511266124,0.3484345672221827,,,-0.110498,4.144422,0.0267,140,134,274,L4m,,H2O[e] <=> ,,,,,,0.023712,-0.086786
L4m vs Am,L4m,Am,MAR02186,"2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate Phosphohydrolase (Alkaline Optimum)",Miscellaneous,0.022,0.9690010280430694,0.9690010280430692,,,0.005329,1.332534,0.004,141,139,280,Am,,"3 H2O[e] + 6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e] <=> dihydroneopterin[e] + 2 H+[e] + 3 Pi[e]",,,,,,-0.007904,-0.002575
L4m vs Am,L4m,Am,MAR09108,Exchange of dihydroneopterin,Exchange/demand reactions,0.022,0.9690010280430694,0.9690010280430692,,,0.005329,1.332534,0.004,141,140,281,Am,,dihydroneopterin[e] <=> ,,,,,,-0.007904,-0.002575
L4m vs Am,L4m,Am,MAR01871,"Exchange of 7, 8-Dihydroneopterin 3-Triphosphate",Exchange/demand reactions,0.022,0.9690010280430694,0.9690010280430692,,,-0.005329,1.332534,0.004,141,141,282,L4m,,"6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e] <=> ",,,,,,0.007904,0.002575
Af vs Am,Af,Am,MAR05320,Glycine transport via sodium symport,Extracellular transport,1.0,0.0,0.0,,,-0.045462,0.057506,0.7906,1,1,2,Af,yes,glycine[e] + Na+[e] => glycine[c] + Na+[c],,,,,0.056097,,0.010635
Af vs Am,Af,Am,MAR09067,Glycine exchange,Exchange/demand reactions,1.0,0.0,0.0,,,0.045462,0.057506,0.7906,1,2,3,Am,,glycine[e] <=> ,,,,,-0.056097,,-0.010635
Af vs Am,Af,Am,MAR03955,carbonate hydro-lyase (carbon-dioxide-forming),Miscellaneous,1.0,0.0,0.0,,,-426.980402,633.491838,0.674,1,3,4,Af,,CO2[c] + H2O[c] <=> H+[c] + HCO3-[c],,,,,426.843171,,-0.137231
Af vs Am,Af,Am,MAR02225,Free diffusion of bicarbonate (c to m),Mitochondrial transport,1.0,0.0,0.0,,,-426.884693,633.420831,0.6739,1,4,5,Af,,HCO3-[c] <=> HCO3-[m],,,,,426.843171,,-0.041522
Af vs Am,Af,Am,MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),Arginine and proline metabolism,1.0,0.0,0.0,,,426.884693,633.420831,0.6739,1,5,6,Am,,CO2[m] + H2O[m] <=> H+[m] + HCO3-[m],,,,,-426.843171,,0.041522
Af vs Am,Af,Am,MAR04922,CO2 transport  diffusion   mitochondrial,Mitochondrial transport,1.0,0.0,0.0,,,426.884693,633.420831,0.6739,1,6,7,Am,,CO2[c] <=> CO2[m],,,,,-426.843171,,0.041522
Af vs Am,Af,Am,MAR09259,L-Alanine exchange,Exchange/demand reactions,1.0,0.0,0.0,,,0.063314,0.105647,0.5993,1,7,8,Am,yes,AKG[e] <=> ,,,,,-0.058645,,0.00467
Af vs Am,Af,Am,MAR10243,Exchange of Methylmalonate,Exchange/demand reactions,0.999,0.0,0.0,,,0.37475,0.809465,0.463,13,16,29,Am,,methylmalonate[e] <=> ,,,,,-0.398549,,-0.023798
Af vs Am,Af,Am,MAR09828,Transport of Fumarate,Extracellular transport,0.999,0.0,0.0,,,0.37475,0.809465,0.463,13,17,30,Am,,fumarate[e] <=> fumarate[c],,,,,-0.398549,,-0.023798
Af vs Am,Af,Am,MAR04855,Fumarate/malate antiporter (mitochondrial),Mitochondrial transport,0.999,0.0,0.0,,,0.37475,0.809465,0.463,13,18,31,Am,yes,fumarate[c] + malate[m] <=> fumarate[m] + malate[c],,,,,-0.398549,,-0.023798
Af vs Am,Af,Am,MAR11400,Exchange of Fumarate,Exchange/demand reactions,0.999,0.0,0.0,,,-0.37475,0.809465,0.463,13,19,32,Af,,fumarate[e] <=> ,,,,,0.398549,,0.023798
Af vs Am,Af,Am,MAR04652,succinate:quinone oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.999,0.0,0.0,,,0.37475,0.809465,0.463,13,20,33,Am,,fumarate[m] + ubiquinol[m] <=> succinate[m] + ubiquinone[m],,,,,-0.398549,,-0.023798
Af vs Am,Af,Am,MAR03789,"Transport of Methylmalonate, Mitochondrial",Mitochondrial transport,0.999,0.0,0.0,,,-0.37475,0.809465,0.463,13,21,34,Af,,methylmalonate[c] <=> methylmalonate[m],,,,,0.398549,,0.023798
Af vs Am,Af,Am,MAR04002,ATP:AMP phosphotransferase,Purine metabolism,1.0,0.0,0.0,,,0.157199,0.393634,0.3994,1,33,34,Am,yes,2 ADP[c] <=> AMP[c] + ATP[c],,,,,-0.388837,,-0.231638
Af vs Am,Af,Am,MAR04852,"Dicarboxylate/tricarboxylate carrier (mal:akg), mitochondrial",Mitochondrial transport,0.999,0.0,0.0,,,-0.37475,0.809465,0.463,13,22,35,Af,,AKG[c] + malate[m] <=> AKG[m] + malate[c],,,,,0.398549,,0.023798
Af vs Am,Af,Am,MAR03763,(S)-Methylmalonyl-CoA hydrolase,"Valine, leucine, and isoleucine metabolism",0.999,0.0,0.0,,,-0.37475,0.809465,0.463,13,23,36,Af,yes,CoA[m] + H+[m] + methylmalonate[m] => (R)-methylmalonyl-CoA[m] + H2O[m],,,,,0.398549,,0.023798
Af vs Am,Af,Am,MAR04914,CoA transporter  mitochondrial   irreversible,Mitochondrial transport,0.993,0.0,0.0,,,-0.032273,0.060948,0.5295,27,10,37,Af,,CoA[c] <=> CoA[m],,,,,-0.016562,,-0.048836
Af vs Am,Af,Am,MAR03215,(R)-Methylmalonyl-CoA CoA-carbonylmutase,"Valine, leucine, and isoleucine metabolism",0.999,0.0,0.0,,,-0.37475,0.809465,0.463,13,24,37,Af,,(R)-methylmalonyl-CoA[m] <=> succinyl-CoA[m],,,,,0.398549,,0.023798
Af vs Am,Af,Am,MAR04874,Transport of NH3 (c to m),Mitochondrial transport,0.973,0.0,0.0,,,-0.034846,0.064377,0.5413,31,8,39,Af,,NH3[c] <=> NH3[m],,,,,0.058645,,0.023798
Af vs Am,Af,Am,MAR03802,L-glutamate:NAD+ oxidoreductase (deaminating),"Alanine, aspartate and glutamate metabolism",0.972,0.0,0.0,,,-0.034276,0.064377,0.5324,32,9,41,Af,,AKG[m] + 2 H+[m] + NADH[m] + NH3[m] <=> glutamate[m] + H2O[m] + NAD+[m],,,,,0.058645,,0.024368
Af vs Am,Af,Am,MAR04344,"5,6-dihydrouracil:NAD+ oxidoreductase",Nucleotide metabolism,0.911,0.0,0.0,,,1.178941,2.429422,0.4853,36,13,49,Am,,"5,6-Dihydrouracil[c] + NAD+[c] <=> H+[c] + NADH[c] + uracil[c]",,,,,-0.508303,,0.670638
Af vs Am,Af,Am,MAR20156,MAR20156,Mitochondrial transport,0.999,0.0,0.0,,,-0.240034,0.655793,0.366,13,37,50,Af,,GDP[c] + UTP[m] <=> GDP[m] + UTP[c],,,,,0.241465,,0.001431
Af vs Am,Af,Am,MAR09983,"Transport of 5, 6-Dihydrouracil, Sodium Symport",Extracellular transport,0.911,0.0,0.0,,,-1.178941,2.429422,0.4853,36,14,50,Af,,"5,6-Dihydrouracil[c] + Na+[c] <=> Na+[e] + 5,6-Dihydrouracil[e]",,,,,0.508303,,-0.670638
Af vs Am,Af,Am,MAR10193,"Exchange of 5, 6-Dihydrouracil",Exchange/demand reactions,0.911,0.0,0.0,,,-1.178941,2.429422,0.4853,36,15,51,Af,,"5,6-Dihydrouracil[e] <=> ",,,,,0.508303,,-0.670638
Af vs Am,Af,Am,MAR20161,MAR20161,Mitochondrial transport,0.999,0.0,0.0,,,0.240034,0.655793,0.366,13,38,51,Am,,dTDP[c] + UTP[m] <=> dTDP[m] + UTP[c],,,,,-0.241465,,-0.001431
Af vs Am,Af,Am,MAR04882,Uracil transport via facilated diffusion,Extracellular transport,0.871,0.0,0.0,,,1.866108,3.628102,0.5143,41,11,52,Am,,uracil[c] <=> uracil[e],,,,,-0.75811,,1.107998
Af vs Am,Af,Am,MAR08274,DTMP Kinase in Mitochondria,Pyrimidine metabolism,0.999,0.0,0.0,,,-0.240034,0.655793,0.366,13,39,52,Af,,ATP[m] + dTMP[m] => ADP[m] + dTDP[m],,,,,0.241465,,0.001431
Af vs Am,Af,Am,MAR05304,Transport of dTMP (c to m),Mitochondrial transport,0.999,0.0,0.0,,,-0.240034,0.655793,0.366,13,40,53,Af,,dTMP[c] <=> dTMP[m],,,,,0.241465,,0.001431
Af vs Am,Af,Am,MAR09437,Urea exchange,Exchange/demand reactions,0.871,0.0,0.0,,,1.866108,3.628102,0.5143,41,12,53,Am,,uracil[e] <=> ,,,,,-0.75811,,1.107998
Af vs Am,Af,Am,MAR04963,,Mitochondrial transport,0.993,0.0,0.0,,,-0.350526,0.786429,0.4457,27,28,55,Af,,glutamate[m] + proline[c] => glutamate[c] + proline[m],,,,,0.374324,,0.023798
Af vs Am,Af,Am,MAR07638,Uncoupling protein,Mitochondrial transport,0.999,0.0,0.0,,,-194.237401,610.767195,0.318,13,43,56,Af,,H+[c] => H+[m],,,,,194.325128,,0.087727
Af vs Am,Af,Am,MAR05126,L proline transport  mitochondrial,Mitochondrial transport,0.993,0.0,0.0,,,-0.350526,0.786429,0.4457,27,29,56,Af,,proline[m] + H+[i] => H+[m] + proline[c],,,,,0.374324,,0.023798
Af vs Am,Af,Am,MAR04898,O2 transport  diffusion ,Mitochondrial transport,0.957,0.0,0.0,,,-0.165961,0.366323,0.453,33,25,58,Af,,O2[c] <=> O2[m],,,,,0.216241,,0.05028
Af vs Am,Af,Am,MAR06918,ubiquinol:ferricytochrome-c oxidoreductase,Oxidative phosphorylation,0.954,0.0,0.0,,,-0.331062,0.731787,0.4524,34,26,60,Af,,2 ferricytochrome C[m] + 2 H+[m] + ubiquinol[m] => 2 ferrocytochrome C[m] + ubiquinone[m] + 4 H+[i],,,,,0.427521,,0.096459
Af vs Am,Af,Am,MAR06725,L-Phenylalanine:2-oxoglutarate aminotransferase,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.987,0.0,0.0,,,0.312364,0.741865,0.4211,30,30,60,Am,,AKG[c] + phenylalanine[c] <=> glutamate[c] + phenylpyruvate[c],,,,,-0.33971,,-0.027346
Af vs Am,Af,Am,MAR08427,ATP Creatine kinase (c),Arginine and proline metabolism,1.0,0.0,0.0,,,165.243631,609.555224,0.2711,1,59,60,Am,,ADP[m] + creatine-phosphate[m] + H+[m] <=> ATP[m] + creatine[m],,,,,-165.337492,,-0.093861
Af vs Am,Af,Am,MAR06914,ferrocytochrome-c:oxygen oxidoreductase,Oxidative phosphorylation,0.954,0.0,0.0,,,-0.165531,0.365893,0.4524,34,27,61,Af,,4 ferrocytochrome C[m] + 8 H+[m] + O2[m] => 4 ferricytochrome C[m] + 2 H2O[m] + 4 H+[i],,,,,0.213761,,0.04823
Af vs Am,Af,Am,MAR08428,Crmp hs transport,Mitochondrial transport,1.0,0.0,0.0,,,-165.243631,609.555224,0.2711,1,60,61,Af,,creatine[c] => creatine[m],,,,,165.337492,,0.093861
Af vs Am,Af,Am,MAR08430,Phosphocreatine transport to/from mitochondria via diffusion,Mitochondrial transport,1.0,0.0,0.0,,,-165.243631,609.555224,0.2711,1,61,62,Af,,creatine-phosphate[m] => creatine-phosphate[c],,,,,165.337492,,0.093861
Af vs Am,Af,Am,MAR04584,,"Glycine, serine and threonine metabolism",1.0,0.0,0.0,,,165.243631,609.555224,0.2711,1,62,63,Am,,ATP[c] + creatine[c] <=> ADP[c] + creatine-phosphate[c] + H+[c],,,,,-165.337492,,-0.093861
Af vs Am,Af,Am,MAR10366,"Transport of Methylmalonate, Antiport with Phsophate",Extracellular transport,0.824,0.0,0.0,,,-0.933734,2.44503,0.3819,44,34,78,Af,,methylmalonate[c] + Pi[e] <=> Pi[c] + methylmalonate[e],,,,,-0.398549,,-1.332283
Af vs Am,Af,Am,MAR09061,L-Alanine exchange,Exchange/demand reactions,0.798,5.34562e-318,1.933523e-317,,,-0.041196,0.112405,0.3665,46,35,81,Af,,alanine[e] <=> ,,,,,-0.032104,,-0.073301
Af vs Am,Af,Am,MAR05305,Alanine-Sodium symporter,Extracellular transport,0.798,5.34562e-318,1.933523e-317,,,0.041196,0.112405,0.3665,46,36,82,Am,,alanine[e] + Na+[e] => alanine[c] + Na+[c],,,,,0.032104,,0.073301
Af vs Am,Af,Am,MAR05034,Thymd transport,Extracellular transport,0.905,0.0,0.0,,,-0.395398,1.292932,0.3058,39,44,83,Af,,thymidine[c] <=> thymidine[e],,,,,0.393967,,-0.001431
Af vs Am,Af,Am,MAR09423,Timnodonic acid exchange,Exchange/demand reactions,0.905,0.0,0.0,,,-0.395398,1.292932,0.3058,39,45,84,Af,,thymidine[e] <=> ,,,,,0.393967,,-0.001431
Af vs Am,Af,Am,MAR06916,ATP phosphohydrolase,Oxidative phosphorylation,0.8,6.7025e-320,2.53204e-319,,,-0.300953,0.897953,0.3352,45,41,86,Af,,ADP[m] + Pi[m] + 3 H+[i] => ATP[m] + 2 H+[m] + H2O[m],,,,,0.485563,,0.18461
Af vs Am,Af,Am,MAR06375,L-serine via sodium symport,Extracellular transport,0.843,0.0,0.0,,,-0.027936,0.091681,0.3047,43,46,89,Af,,Na+[e] + serine[e] => Na+[c] + serine[c],,,,,0.058621,,0.030685
Af vs Am,Af,Am,MAR04579,uridine:phosphate alpha-D-ribosyltransferase,Pyrimidine metabolism,0.716,1.9185316181926918e-247,5.824113840942101e-247,,,0.645354,1.962693,0.3288,54,42,96,Am,,Pi[c] + uridine[c] <=> ribose-1-phosphate[c] + uracil[c],,,,,-0.23135,,0.414004
Af vs Am,Af,Am,MAR05531,,Extracellular transport,0.794,3.183898771e-314,1.12763081483e-313,,,-0.095567,0.351262,0.2721,48,57,105,Af,,homoserine[c] + tryptophan[e] <=> homoserine[e] + tryptophan[c],,,,,0.131269,,0.035702
Af vs Am,Af,Am,MAR06383,L-homoserine via sodium symport,Extracellular transport,0.794,3.183898771e-314,1.10461794104e-313,,,-0.095567,0.351262,0.2721,48,58,106,Af,,H+[c] + homoserine[e] + Na+[e] => H+[e] + homoserine[c] + Na+[c],,,,,0.131269,,0.035702
Af vs Am,Af,Am,MAR09041,L-Lysine exchange,Exchange/demand reactions,0.624,1.39882300461979e-182,2.8650591660887262e-182,,,-0.068312,0.166437,0.4104,77,31,108,Af,,lysine[e] <=> ,,,,,-0.079511,,-0.147823
Af vs Am,Af,Am,MAR05071,LYStiDF,Extracellular transport,0.624,1.39882300461979e-182,2.8650591660887262e-182,,,0.068312,0.166437,0.4104,77,32,109,Am,,lysine[e] => lysine[c],,,,,0.079511,,0.147823
Af vs Am,Af,Am,MAR04350,ATP:D-ribose 5-phosphotransferase,Pentose phosphate pathway,0.675,7.016474642372289e-217,1.8072737715201348e-216,,,0.774422,2.652989,0.2919,64,47,111,Am,,ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c],,,,,-0.05541,,0.719012
Af vs Am,Af,Am,MAR04354,"D-Ribose 1,5-phosphomutase",Pentose phosphate pathway,0.675,7.016474642372289e-217,1.8072737715201348e-216,,,0.774422,2.652989,0.2919,64,48,112,Am,,ribose-1-phosphate[c] <=> ribose-5-phosphate[c],,,,,-0.05541,,0.719012
Af vs Am,Af,Am,MAR09070,L-Aspartate exchange,Exchange/demand reactions,0.682,6.694200298676395e-222,1.8063715091666466e-221,,,0.05293,0.181483,0.2917,62,51,113,Am,,aspartate[e] <=> ,,,,,-0.090151,,-0.037221
Af vs Am,Af,Am,MAR09406,R total exchange,Exchange/demand reactions,0.675,7.016474642372289e-217,1.780299536124312e-216,,,0.774422,2.652989,0.2919,64,49,113,Am,,ribose[e] <=> ,,,,,-0.05541,,0.719012
Af vs Am,Af,Am,MAR04958,D-ribose transport via diffusion,Extracellular transport,0.675,7.016474642372289e-217,1.8072737715201348e-216,,,0.774422,2.652989,0.2919,64,50,114,Am,,ribose[c] <=> ribose[e],,,,,-0.05541,,0.719012
Af vs Am,Af,Am,MAR07811,Aspartate Intake by System Asct-1 Transporter,Extracellular transport,0.682,6.694200298676395e-222,1.835506533508044e-221,,,-0.05293,0.181483,0.2917,62,52,114,Af,,aspartate[e] + Na+[e] + proline[c] => aspartate[c] + Na+[c] + proline[e],,,,,0.090151,,0.037221
Af vs Am,Af,Am,MAR09058,CO2 exchange,Exchange/demand reactions,0.702,1.093354957544611e-236,3.097839046376399e-236,,,-0.281526,1.011435,0.2783,60,56,116,Af,,CO2[e] <=> ,,,,,0.462072,,0.180546
Af vs Am,Af,Am,MAR05314,L-valine transport in via sodium symport,Extracellular transport,0.724,9.573740017762756e-254,3.255071606039337e-253,,,-0.085027,0.381315,0.223,50,67,117,Af,,Na+[e] + valine[e] => Na+[c] + valine[c],,,,,0.129084,,0.044057
